#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
           1       1.185       1.185           0
           2       1.185       1.185           0
           3       1.185       1.185           0
           4       1.185       1.185           0
           5       1.185       1.185           0
           6       1.185       1.185           0
           7       1.185       1.185           0
           8       1.185       1.185           0
           9       1.185       1.185           0
          10       1.185       1.185           0
          11       1.185       1.185           0
          12       1.185       1.185           0
          13       1.185       1.185           0
          14       1.185       1.185           0
          15       1.185       1.185           0
          16       1.185       1.185           0
          17       1.185       1.185           0
          18       1.185       1.185           0
          19       1.185       1.185           0
          20       1.185       1.185           0
