#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1        1.16        1.16           0
           2        1.16        1.16           0
           3        1.16        1.16           0
           4        1.16        1.16           0
           5        1.16        1.16           0
           6        1.16        1.16           0
           7        1.16        1.16           0
           8        1.16        1.16           0
           9        1.16        1.16           0
          10        1.16        1.16           0
          11        1.16        1.16           0
          12        1.16        1.16           0
          13        1.16        1.16           0
          14        1.16        1.16           0
          15        1.16        1.16           0
          16        1.16        1.16           0
          17        1.16        1.16           0
          18        1.16        1.16           0
          19        1.16        1.16           0
          20        1.16        1.16           0
